"component"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"PC1(top10%)"	"GO"	"0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding "	"1124/17829"	8.505875769446	6.30433563295754	0.000166587458020593	1	1.34921049015527	"PDX1_HUMAN;SP7_HUMAN;UTY_HUMAN;RUVB2_HUMAN;PPARG_HUMAN;SPIB_HUMAN;RORA_HUMAN;SALL1_HUMAN;H2AZ_HUMAN;IRF8_HUMAN;FOS_HUMAN;FOXC1_HUMAN;FOSB_HUMAN;IRX5_HUMAN;IRF3_HUMAN;GRHL1_HUMAN;NF2L3_HUMAN;IRF9_HUMAN;EOMES_HUMAN;FOXF1_HUMAN;ISL1_HUMAN;BATF_HUMAN;EVX1_HUMAN;HESX1_HUMAN;CR3L3_HUMAN;KLF13_HUMAN;KLF14_HUMAN;KLF3_HUMAN;DUX4_HUMAN;ELK1_HUMAN;CEBPD_HUMAN;E2F3_HUMAN;JUN_HUMAN;FX4L1_HUMAN;FX4L5_HUMAN;PAX7_HUMAN;NFKB1_HUMAN;FOXA3_HUMAN;FOXB1_HUMAN;ELK4_HUMAN;FOXF2_HUMAN;NFKB2_HUMAN;NR1H2_HUMAN;COE1_HUMAN;BC11A_HUMAN;RUNX3_HUMAN;SOX10_HUMAN;PPARD_HUMAN;SOX2_HUMAN;SP9_HUMAN;SMYD3_HUMAN;NACC1_HUMAN;ZBT11_HUMAN;ZBT25_HUMAN;SCRT1_HUMAN;SOX12_HUMAN;SRF_HUMAN;STA5A_HUMAN;TCP4_HUMAN;ZN141_HUMAN;WT1_HUMAN;MAD3_HUMAN;SNAI2_HUMAN;VENTX_HUMAN;ZNF28_HUMAN;ZN431_HUMAN;ZN132_HUMAN;ZIC3_HUMAN;ZSCA4_HUMAN;RFX2_HUMAN;TLX2_HUMAN;ZNF43_HUMAN;ZNF8_HUMAN;PKNX2_HUMAN;ZN821_HUMAN;ZEB1_HUMAN;ZNF81_HUMAN;ZN551_HUMAN;ZN468_HUMAN;ZN417_HUMAN;ZN600_HUMAN;ZSC18_HUMAN;ZN841_HUMAN;ZN143_HUMAN;PO3F4_HUMAN;ZN341_HUMAN;ZN430_HUMAN;ZN331_HUMAN;ZN574_HUMAN;ZN543_HUMAN;ZNF90_HUMAN;ZN587_HUMAN;SYSC_HUMAN;NKX62_HUMAN;ZN567_HUMAN;ZN548_HUMAN;ZN140_HUMAN;ZN253_HUMAN;ZN506_HUMAN;ZN763_HUMAN;ZN765_HUMAN;ZN772_HUMAN;ZN516_HUMAN;ZN776_HUMAN;ZN267_HUMAN;ZN524_HUMAN;ZNF71_HUMAN;ZN470_HUMAN;TF65_HUMAN;ZN595_HUMAN;ZN578_HUMAN;ZN333_HUMAN;ZN816_HUMAN;ZN845_HUMAN;ZN419_HUMAN;ZN568_HUMAN;ZN723_HUMAN;ZN728_HUMAN;ZN736_HUMAN;ZN737_HUMAN;ZN492_HUMAN;ZN540_HUMAN;ZN611_HUMAN;ZN616_HUMAN;ZN383_HUMAN;ZN626_HUMAN;ZBT47_HUMAN;ZNF85_HUMAN;ZBT26_HUMAN;TFCP2_HUMAN;ZN814_HUMAN;ZNF93_HUMAN;NKX24_HUMAN;RD23B_HUMAN;BHA15_HUMAN;BHE23_HUMAN;ATF2_HUMAN;FOSL2_HUMAN;HXB3_HUMAN;HXA10_HUMAN;NFYA_HUMAN;IRF4_HUMAN;NGN3_HUMAN;CRX_HUMAN;HEYL_HUMAN;HSF2_HUMAN;HME1_HUMAN;COE2_HUMAN;GFI1B_HUMAN;GLI3_HUMAN;GLI4_HUMAN;GLIS1_HUMAN;DMTA2_HUMAN"	"153/1787"
"PC1(top10%)"	"GO"	"0000981"	"DNA-binding transcription factor activity, RNA polymerase II-specific "	"1179/17829"	8.61779518746503	6.6128218071681	0.000696221245428164	1	1.30319482949376	"PDX1_HUMAN;SP7_HUMAN;PPARG_HUMAN;SPIB_HUMAN;RORA_HUMAN;SALL1_HUMAN;IRF8_HUMAN;DUX1_HUMAN;FOS_HUMAN;FOXC1_HUMAN;FOSB_HUMAN;IRX5_HUMAN;IRF3_HUMAN;GRHL1_HUMAN;NF2L3_HUMAN;IRF9_HUMAN;EOMES_HUMAN;FOXF1_HUMAN;ISL1_HUMAN;BATF_HUMAN;EVX1_HUMAN;HESX1_HUMAN;CR3L3_HUMAN;KLF13_HUMAN;KLF14_HUMAN;KLF3_HUMAN;DUX4_HUMAN;ELK1_HUMAN;CEBPD_HUMAN;E2F3_HUMAN;ETV3_HUMAN;JUN_HUMAN;FX4L1_HUMAN;FX4L5_HUMAN;PAX7_HUMAN;NFKB1_HUMAN;FOXA3_HUMAN;FOXB1_HUMAN;ELK4_HUMAN;FOXF2_HUMAN;NFKB2_HUMAN;NR1H2_HUMAN;COE1_HUMAN;RUNX3_HUMAN;SOX10_HUMAN;PURA_HUMAN;PPARD_HUMAN;TCF24_HUMAN;SOX2_HUMAN;SP100_HUMAN;SP9_HUMAN;NACC1_HUMAN;ZBT11_HUMAN;SCRT1_HUMAN;SOX12_HUMAN;SRF_HUMAN;STA5A_HUMAN;ZN141_HUMAN;WT1_HUMAN;MAD3_HUMAN;SNAI2_HUMAN;VENTX_HUMAN;ZNF28_HUMAN;ZN431_HUMAN;ZN132_HUMAN;ZIC3_HUMAN;ZSCA4_HUMAN;RFX2_HUMAN;TLX2_HUMAN;ZN709_HUMAN;ZFP37_HUMAN;ZGLP1_HUMAN;ZNF8_HUMAN;PKNX2_HUMAN;ZEB1_HUMAN;ZNF81_HUMAN;ZN551_HUMAN;ZN468_HUMAN;ZN417_HUMAN;ZSC18_HUMAN;ZN143_HUMAN;PO3F4_HUMAN;ZN341_HUMAN;ZN430_HUMAN;ZN331_HUMAN;Z587B_HUMAN;ZN688_HUMAN;ZN543_HUMAN;ZNF90_HUMAN;ZN844_HUMAN;ZN587_HUMAN;ZN559_HUMAN;NKX62_HUMAN;ZN548_HUMAN;ZN140_HUMAN;ZN253_HUMAN;ZN506_HUMAN;ZN765_HUMAN;ZN772_HUMAN;ZN516_HUMAN;ZN776_HUMAN;ZN470_HUMAN;TF65_HUMAN;ZN595_HUMAN;TSH2_HUMAN;ZN578_HUMAN;ZN333_HUMAN;ZN696_HUMAN;ZN816_HUMAN;ZN576_HUMAN;ZN419_HUMAN;ZN568_HUMAN;ZN177_HUMAN;ZN723_HUMAN;ZN728_HUMAN;ZN487_HUMAN;ZN736_HUMAN;ZN737_HUMAN;ZN492_HUMAN;ZN540_HUMAN;ZN611_HUMAN;ZN616_HUMAN;ZN626_HUMAN;ZBT47_HUMAN;ZNF85_HUMAN;Z705A_HUMAN;ZN337_HUMAN;TFCP2_HUMAN;ZN700_HUMAN;ZNF93_HUMAN;ZN654_HUMAN;ZN589_HUMAN;NKX24_HUMAN;BHA15_HUMAN;BHE23_HUMAN;ATF2_HUMAN;FOSL2_HUMAN;HXB3_HUMAN;HXA10_HUMAN;NFYA_HUMAN;IRF4_HUMAN;NGN3_HUMAN;CRX_HUMAN;HEYL_HUMAN;FOXG1_HUMAN;HSF2_HUMAN;HME1_HUMAN;ATF5_HUMAN;COE2_HUMAN;GFI1B_HUMAN;GLI3_HUMAN;GLI4_HUMAN;GLIS1_HUMAN;DMTA2_HUMAN;CUX1_HUMAN"	"155/1787"
"PC1(top10%)"	"GO"	"0051092"	"positive regulation of NF-kappaB transcription factor activity "	"144/17829"	1.45495243424734	0.807672892478546	0.00626455174452788	1	1.80141298265249	"TRFL_HUMAN;RO52_HUMAN;TRI52_HUMAN;TRI62_HUMAN;TRI22_HUMAN;IRAK3_HUMAN;CAR11_HUMAN;ANGT_HUMAN;FLOT2_HUMAN;KPCT_HUMAN;EP300_HUMAN;TRI15_HUMAN;TRADD_HUMAN;PA21B_HUMAN;PLCG2_HUMAN;TNFA_HUMAN;UB2V1_HUMAN;PPIA_HUMAN;X3CL1_HUMAN;TRAF5_HUMAN;TF65_HUMAN;TLR2_HUMAN;KS6A4_HUMAN;RB6I2_HUMAN;IL18_HUMAN;NPM_HUMAN;CATA_HUMAN"	"27/1787"
"PC1(top10%)"	"GO"	"0006357"	"regulation of transcription by RNA polymerase II "	"1450/17829"	9.7929490766648	8.13281732009647	0.00728722499779019	1	1.20412751095074	"KDM1A_HUMAN;PDLI1_HUMAN;PEBB_HUMAN;PDX1_HUMAN;SP7_HUMAN;TAF6_HUMAN;RUVB2_HUMAN;PPARG_HUMAN;SPIB_HUMAN;RORA_HUMAN;SALL1_HUMAN;MASTR_HUMAN;IRF8_HUMAN;DUX1_HUMAN;HMGB1_HUMAN;FOS_HUMAN;FOXC1_HUMAN;FOSB_HUMAN;IRX5_HUMAN;IRF3_HUMAN;GRHL1_HUMAN;HNRPK_HUMAN;ARI3A_HUMAN;NF2L3_HUMAN;IRF9_HUMAN;FUS_HUMAN;CCNQ_HUMAN;EOMES_HUMAN;FOXF1_HUMAN;ISL1_HUMAN;BATF_HUMAN;EVX1_HUMAN;HESX1_HUMAN;CR3L3_HUMAN;KLF13_HUMAN;KLF14_HUMAN;KLF3_HUMAN;DUX4_HUMAN;EPC1_HUMAN;ELK1_HUMAN;CEBPD_HUMAN;E2F3_HUMAN;ETV3_HUMAN;JUN_HUMAN;FX4L1_HUMAN;FX4L5_HUMAN;PAX7_HUMAN;NFKB1_HUMAN;FOXA3_HUMAN;FOXB1_HUMAN;ELK4_HUMAN;FOXF2_HUMAN;NFKB2_HUMAN;COE1_HUMAN;ARI3B_HUMAN;BC11A_HUMAN;MEIOS_HUMAN;TAD2A_HUMAN;RUNX3_HUMAN;SOX10_HUMAN;PURA_HUMAN;MDM4_HUMAN;PPARD_HUMAN;TCF24_HUMAN;SP100_HUMAN;SP9_HUMAN;NACC1_HUMAN;ZBT25_HUMAN;TNFA_HUMAN;SRF_HUMAN;MED22_HUMAN;STA5A_HUMAN;TCP4_HUMAN;WT1_HUMAN;MAD3_HUMAN;VENTX_HUMAN;ZNF28_HUMAN;ZN132_HUMAN;ZIC3_HUMAN;ZSCA4_HUMAN;RFX2_HUMAN;TLX2_HUMAN;ZN709_HUMAN;ZFP37_HUMAN;ZGLP1_HUMAN;ZNF43_HUMAN;ZNF8_HUMAN;PKNX2_HUMAN;ZN821_HUMAN;ZEB1_HUMAN;ZNF81_HUMAN;ZN551_HUMAN;ZN468_HUMAN;ZN417_HUMAN;ZN600_HUMAN;ZSC18_HUMAN;ZN841_HUMAN;ZN143_HUMAN;PO3F4_HUMAN;PROF1_HUMAN;ZN574_HUMAN;Z587B_HUMAN;ZN688_HUMAN;ZN543_HUMAN;ZFP91_HUMAN;ZN844_HUMAN;ZN587_HUMAN;ZN559_HUMAN;NKX62_HUMAN;ZN567_HUMAN;ZN548_HUMAN;ZN140_HUMAN;ZN763_HUMAN;ZN765_HUMAN;ZN772_HUMAN;ZN776_HUMAN;ZN267_HUMAN;ZN524_HUMAN;ZNF71_HUMAN;ZN470_HUMAN;TF65_HUMAN;ZN595_HUMAN;TREF1_HUMAN;TSH2_HUMAN;ZN578_HUMAN;ZN333_HUMAN;ZN696_HUMAN;ZN816_HUMAN;ZN576_HUMAN;ZN845_HUMAN;ZN419_HUMAN;ZN568_HUMAN;ZN177_HUMAN;ZN728_HUMAN;ZN487_HUMAN;ZN540_HUMAN;ZN611_HUMAN;ZN616_HUMAN;ZN383_HUMAN;ZBT47_HUMAN;ZBT26_HUMAN;Z705A_HUMAN;ZN337_HUMAN;TFCP2_HUMAN;ZN700_HUMAN;ZN814_HUMAN;VGLL3_HUMAN;ZNF93_HUMAN;ZN654_HUMAN;ZN589_HUMAN;NKX24_HUMAN;BHA15_HUMAN;BHE23_HUMAN;ATF2_HUMAN;EPOP_HUMAN;FOSL2_HUMAN;HXB3_HUMAN;HXA10_HUMAN;NFYA_HUMAN;IRF4_HUMAN;NUCKS_HUMAN;NGN3_HUMAN;CHD5_HUMAN;CRX_HUMAN;HEYL_HUMAN;HDGL1_HUMAN;FOXG1_HUMAN;HSF2_HUMAN;HME1_HUMAN;ATF5_HUMAN;COE2_HUMAN;GFI1B_HUMAN;GLI3_HUMAN;GLIS1_HUMAN;DMTA2_HUMAN;CUX1_HUMAN"	"176/1787"
"PC1(top10%)"	"GO"	"0030431"	"sleep "	"11/17829"	0.279798545047566	0.0616972348421112	0.0105422654190882	1	4.53502569059368	"FOS_HUMAN;NEU1_HUMAN;OREX_HUMAN;NMDE1_HUMAN;5HT2A_HUMAN;IL18_HUMAN"	"6/1787"
"PC1(top10%)"	"GO"	"0009611"	"response to wounding "	"58/17829"	0.727476217123671	0.325312692803859	0.0105601064642232	1	2.23623680605137	"PHB2_HUMAN;PDX1_HUMAN;PLLP_HUMAN;PAR3_HUMAN;ID3_HUMAN;CCR1_HUMAN;MP2K4_HUMAN;MK_HUMAN;KS6B1_HUMAN;KLK6_HUMAN;SOX2_HUMAN;PAR1_HUMAN;NMDE1_HUMAN;NMDE3_HUMAN"	"14/1787"
"PC1(top10%)"	"GO"	"0010744"	"positive regulation of macrophage derived foam cell differentiation "	"18/17829"	0.335758254057079	0.100959111559818	0.0163792471152942	1	3.32568550643537	"PA2G3_HUMAN;ANGT_HUMAN;CSF1_HUMAN;NFKB1_HUMAN;PA2GX_HUMAN;PLF4_HUMAN;IL18_HUMAN"	"7/1787"
"PC1(top10%)"	"GO"	"0006636"	"unsaturated fatty acid biosynthetic process "	"13/17829"	0.279798545047566	0.0729149139043132	0.0178112982685971	1	3.83732943050235	"SCD_HUMAN;DECR2_HUMAN;ELOV4_HUMAN;ELOV2_HUMAN;SCD5_HUMAN;FADS2_HUMAN"	"6/1787"
"PC1(top10%)"	"GO"	"0008406"	"gonad development "	"13/17829"	0.279798545047566	0.0729149139043132	0.0178112982685971	1	3.83732943050235	"SALL1_HUMAN;IRX5_HUMAN;HESX1_HUMAN;MKKS_HUMAN;WT1_HUMAN;GLHA_HUMAN"	"6/1787"
"PC1(top10%)"	"GO"	"0009653"	"anatomical structure morphogenesis "	"117/17829"	1.11919418019026	0.656234225138819	0.0238202777794453	1	1.70547974688993	"FOXC1_HUMAN;FBN3_HUMAN;EREG_HUMAN;K1C18_HUMAN;FX4L1_HUMAN;FX4L5_HUMAN;PAX7_HUMAN;FOXA3_HUMAN;FOXB1_HUMAN;MB211_HUMAN;PKD1_HUMAN;SOX10_HUMAN;SYCY1_HUMAN;SOX2_HUMAN;PAR1_HUMAN;SOX12_HUMAN;S1PR3_HUMAN;ZN141_HUMAN;FGF18_HUMAN;HME1_HUMAN;CBPM_HUMAN"	"21/1787"
