"component"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"PC1(top10%)"	"GO"	"0044877"	"protein-containing complex binding "	"315/17829"	2.91643297812675	1.76678445229682	0.000787193955391344	1	1.65070106561974	"RASK_HUMAN;RTN4R_HUMAN;SCFD1_HUMAN;FOS_HUMAN;DAB2P_HUMAN;LIRB2_HUMAN;NCKPL_HUMAN;CRYAB_HUMAN;CALCA_HUMAN;CEBPE_HUMAN;FCG2B_HUMAN;FAK2_HUMAN;GUC2F_HUMAN;DHX34_HUMAN;INHA_HUMAN;CDN1C_HUMAN;ERCC5_HUMAN;NDUA9_HUMAN;DEPD5_HUMAN;DERL3_HUMAN;GIT1_HUMAN;MRCKB_HUMAN;P2RX1_HUMAN;P2RX6_HUMAN;TSSK2_HUMAN;PA1B2_HUMAN;SPAT2_HUMAN;SQSTM_HUMAN;MCM9_HUMAN;STK11_HUMAN;PRKN_HUMAN;THIOM_HUMAN;TSSK4_HUMAN;ULK1_HUMAN;TTP_HUMAN;NUP54_HUMAN;AP2B1_HUMAN;ATF2_HUMAN;DDB2_HUMAN;MYPR_HUMAN;CPSM_HUMAN;HBE_HUMAN;HNF1B_HUMAN;FYB1_HUMAN;GBB4_HUMAN;IL12B_HUMAN;CAPG_HUMAN;CLUS_HUMAN;CLCA_HUMAN;GFRP_HUMAN;GGA3_HUMAN;AAPK1_HUMAN;AOC1_HUMAN"	"53/1783"
"PC1(top10%)"	"GO"	"0106310"	"protein serine kinase activity "	"332/17829"	2.86034772854739	1.86213472432554	0.00354784020367989	1	1.53605842326119	"PHKG1_HUMAN;PLK1_HUMAN;TITIN_HUMAN;STK26_HUMAN;SBK2_HUMAN;M3K19_HUMAN;M3K4_HUMAN;MOK_HUMAN;ILK_HUMAN;CDK18_HUMAN;KS6B2_HUMAN;ERN1_HUMAN;KC1AL_HUMAN;KC1A_HUMAN;KC1G1_HUMAN;KS6B1_HUMAN;MKNK1_HUMAN;KCC2A_HUMAN;OBSCN_HUMAN;MRCKB_HUMAN;PK3CG_HUMAN;TSSK2_HUMAN;PIM1_HUMAN;MK03_HUMAN;SRPK2_HUMAN;STK33_HUMAN;ST38L_HUMAN;PASK_HUMAN;WNK4_HUMAN;TNI3K_HUMAN;STK11_HUMAN;MKNK2_HUMAN;MYLK4_HUMAN;TRPM6_HUMAN;TSSK4_HUMAN;ULK2_HUMAN;MK07_HUMAN;ULK1_HUMAN;WNK3_HUMAN;TAOK2_HUMAN;STK38_HUMAN;MK10_HUMAN;NIM1_HUMAN;MYO3A_HUMAN;NEK4_HUMAN;KKCC1_HUMAN;KGP2_HUMAN;KCC4_HUMAN;DYR1A_HUMAN;E2AK3_HUMAN;AAPK1_HUMAN;AAPK2_HUMAN"	"52/1783"
"PC1(top10%)"	"GO"	"0005887"	"integral component of plasma membrane "	"1284/17829"	8.86146943353898	7.2017499579337	0.0052758552629755	1	1.23046058045613	"PE2R3_HUMAN;PLXA3_HUMAN;PLXB3_HUMAN;PTK7_HUMAN;MUC12_HUMAN;TIKI2_HUMAN;RTN4R_HUMAN;NK2R_HUMAN;PAR4_HUMAN;SEM3C_HUMAN;TSN12_HUMAN;S6A13_HUMAN;TRPA1_HUMAN;LGR5_HUMAN;LRRN4_HUMAN;GLRA1_HUMAN;LRC38_HUMAN;GPER1_HUMAN;I17RA_HUMAN;JAG2_HUMAN;5HT2B_HUMAN;KIRR3_HUMAN;KCNV1_HUMAN;JAM3_HUMAN;KCNKG_HUMAN;DQA2_HUMAN;HBEGF_HUMAN;EDNRB_HUMAN;CSPG5_HUMAN;ERBB3_HUMAN;GPVI_HUMAN;GPR34_HUMAN;GPR18_HUMAN;HRH1_HUMAN;LIRB2_HUMAN;NCKPL_HUMAN;I20RA_HUMAN;INSRR_HUMAN;OPSB_HUMAN;NPT1_HUMAN;NPY4R_HUMAN;MERTK_HUMAN;MILR1_HUMAN;CEAM5_HUMAN;FCRL3_HUMAN;CRFR2_HUMAN;HYAS1_HUMAN;EREG_HUMAN;ACHA3_HUMAN;CCR3_HUMAN;GABR1_HUMAN;CD19_HUMAN;FXYD3_HUMAN;FCG2B_HUMAN;GBRP_HUMAN;GLPC_HUMAN;GUC2F_HUMAN;KLRF2_HUMAN;KIRR1_HUMAN;GPR3_HUMAN;GALR2_HUMAN;DRD1_HUMAN;GRID2_HUMAN;C5AR1_HUMAN;GTR1_HUMAN;GRM7_HUMAN;MICA_HUMAN;O56A5_HUMAN;PLM_HUMAN;MOT11_HUMAN;OBSCN_HUMAN;OX2R_HUMAN;P2Y11_HUMAN;LRC8B_HUMAN;GRM4_HUMAN;GRP3_HUMAN;GPR32_HUMAN;CCR4_HUMAN;O13F1_HUMAN;MAS_HUMAN;NPFF2_HUMAN;MRP1_HUMAN;AQP2_HUMAN;CRFR1_HUMAN;MSHR_HUMAN;LDLR_HUMAN;O11H7_HUMAN;P2RX1_HUMAN;SL7A1_HUMAN;P2RX3_HUMAN;P2RX6_HUMAN;OX1R_HUMAN;SCN9A_HUMAN;NMBR_HUMAN;NRAM1_HUMAN;S22A6_HUMAN;PCD20_HUMAN;PTPRZ_HUMAN;TS1R3_HUMAN;ST14_HUMAN;S39A4_HUMAN;S12A3_HUMAN;MCHR1_HUMAN;TRPM6_HUMAN;PLPP3_HUMAN;TLR10_HUMAN;S6A16_HUMAN;TRPV2_HUMAN;TRYG1_HUMAN;TSN8_HUMAN;TSN14_HUMAN;TRHDE_HUMAN;TLR6_HUMAN;TNR18_HUMAN;O56A4_HUMAN;RET_HUMAN;UPK1B_HUMAN;ZDHC2_HUMAN;TSN10_HUMAN;LT4R2_HUMAN;MRP8_HUMAN;NLS1_HUMAN;RAMP3_HUMAN;5HT5A_HUMAN;CEL_HUMAN;ATP7B_HUMAN;ACHA7_HUMAN;ADAM2_HUMAN;IL2RB_HUMAN;IL40_HUMAN;IGDC3_HUMAN;NAC1_HUMAN;HYAS3_HUMAN;MCP_HUMAN;GRIK3_HUMAN;KCMB2_HUMAN;FCER2_HUMAN;GPR39_HUMAN;FCERG_HUMAN;FADS2_HUMAN;KCNH8_HUMAN;ACM1_HUMAN;ABCB5_HUMAN;AGRE2_HUMAN;ADRB1_HUMAN;CD82_HUMAN;CD44_HUMAN;CLD3_HUMAN;CLD4_HUMAN;CLC5A_HUMAN;AGRG3_HUMAN;ADCY1_HUMAN;AT1A4_HUMAN;5HT4R_HUMAN;CD53_HUMAN;CD69_HUMAN;CD70_HUMAN;5HT3B_HUMAN;AQP1_HUMAN"	"159/1783"
"PC1(top10%)"	"GO"	"0006629"	"lipid metabolic process "	"168/17829"	1.62647223780146	0.94228504122497	0.00757168065447538	1	1.7260936623668	"PLTP_HUMAN;RDH16_HUMAN;PPARG_HUMAN;TM6S2_HUMAN;LEP_HUMAN;FADS1_HUMAN;G6PD_HUMAN;APOL4_HUMAN;ARK72_HUMAN;ANGL4_HUMAN;FABP5_HUMAN;MOT11_HUMAN;JAZF1_HUMAN;LIPP_HUMAN;LDLR_HUMAN;SC5D_HUMAN;PPARD_HUMAN;SDHL_HUMAN;PA1B2_HUMAN;MOGT3_HUMAN;OMA1_HUMAN;CEL_HUMAN;ASMT_HUMAN;FNTB_HUMAN;FADS2_HUMAN;ACOX1_HUMAN;CLUS_HUMAN;CHPT1_HUMAN;AL3B2_HUMAN;APOC4_HUMAN"	"30/1783"
"PC1(top10%)"	"GO"	"0005833"	"hemoglobin complex "	"10/17829"	0.280426247896803	0.0560883953110102	0.00774490115903609	1	4.9997195737521	"HBM_HUMAN;HBAZ_HUMAN;HBG2_HUMAN;NB5R3_HUMAN;HBE_HUMAN;AHSP_HUMAN"	"6/1783"
"PC1(top10%)"	"GO"	"0004712"	"protein serine/threonine/tyrosine kinase activity "	"400/17829"	3.1407739764442	2.24353581244041	0.0123976488789101	1	1.39992148065059	"BLK_HUMAN;PHKG1_HUMAN;PLK1_HUMAN;TITIN_HUMAN;STK26_HUMAN;M3K19_HUMAN;M3K4_HUMAN;ERBB3_HUMAN;MOK_HUMAN;ILK_HUMAN;INSRR_HUMAN;MERTK_HUMAN;CDK18_HUMAN;KS6B2_HUMAN;ERN1_HUMAN;KC1AL_HUMAN;KC1A_HUMAN;KC1G1_HUMAN;FAK2_HUMAN;KS6B1_HUMAN;MKNK1_HUMAN;KCC2A_HUMAN;OBSCN_HUMAN;MRCKB_HUMAN;PK3CG_HUMAN;TSSK2_HUMAN;PIM1_HUMAN;STYK1_HUMAN;SRPK2_HUMAN;STK33_HUMAN;ST38L_HUMAN;PASK_HUMAN;WNK4_HUMAN;TNI3K_HUMAN;STK11_HUMAN;MKNK2_HUMAN;MYLK4_HUMAN;TRPM6_HUMAN;TSSK4_HUMAN;ULK2_HUMAN;MK07_HUMAN;ULK1_HUMAN;WNK3_HUMAN;RET_HUMAN;TAOK2_HUMAN;STK38_HUMAN;NIM1_HUMAN;MYO3A_HUMAN;NEK4_HUMAN;KKCC1_HUMAN;KGP2_HUMAN;KCC4_HUMAN;DYR1A_HUMAN;E2AK3_HUMAN;CSK_HUMAN;AAPK1_HUMAN;AAPK2_HUMAN"	"57/1783"
"PC1(top10%)"	"GO"	"0030199"	"collagen fibril organization "	"52/17829"	0.673022994952328	0.291659655617253	0.0124735789708385	1	2.30756288019328	"SFRP2_HUMAN;FOXC1_HUMAN;ATS2_HUMAN;COCA1_HUMAN;P4HA1_HUMAN;OPT_HUMAN;TENX_HUMAN;A2AP_HUMAN;ATS12_HUMAN;COMP_HUMAN;CO2A1_HUMAN;CO5A1_HUMAN;CODA1_HUMAN"	"13/1783"
"PC1(top10%)"	"GO"	"0005615"	"extracellular space "	"1409/17829"	9.36623667975323	7.90285489932133	0.0144746215956394	1	1.18517128291924	"PLTP_HUMAN;SPB13_HUMAN;PERM_HUMAN;SG3A1_HUMAN;SFRP3_HUMAN;TICN1_HUMAN;PRS57_HUMAN;SEM3C_HUMAN;SAMD1_HUMAN;SFTA3_HUMAN;SFRP2_HUMAN;TKN1_HUMAN;HIS3_HUMAN;LGI4_HUMAN;LRRN3_HUMAN;LFTY2_HUMAN;MDGA1_HUMAN;LRC17_HUMAN;FHR3_HUMAN;MOXD1_HUMAN;KLH17_HUMAN;CSPG2_HUMAN;HPLN3_HUMAN;LIF_HUMAN;LRC15_HUMAN;JAM3_HUMAN;FA5_HUMAN;DC2I1_HUMAN;FKTN_HUMAN;GPHA2_HUMAN;HABP2_HUMAN;HBEGF_HUMAN;CTRB2_HUMAN;ERBB3_HUMAN;METRL_HUMAN;FGF21_HUMAN;LIRB2_HUMAN;NEU1_HUMAN;COCA1_HUMAN;ITM2B_HUMAN;KLK14_HUMAN;KLK3_HUMAN;LEP_HUMAN;FIBA_HUMAN;COJA1_HUMAN;MERTK_HUMAN;LIPI_HUMAN;CALCA_HUMAN;CAD13_HUMAN;KCRB_HUMAN;MICB_HUMAN;EREG_HUMAN;ADA15_HUMAN;ADA2_HUMAN;C1QT4_HUMAN;C1RL_HUMAN;CD1B_HUMAN;ENOA_HUMAN;GABR1_HUMAN;CXL16_HUMAN;EP3A_HUMAN;FA11_HUMAN;CYTS_HUMAN;CCL11_HUMAN;APOL4_HUMAN;CEL3B_HUMAN;ANGL4_HUMAN;GON1_HUMAN;K1C9_HUMAN;FUCO2_HUMAN;INHA_HUMAN;CALR_HUMAN;IFNL1_HUMAN;MICA_HUMAN;OBP2A_HUMAN;OLFM4_HUMAN;LIPR3_HUMAN;IFNL3_HUMAN;EPO_HUMAN;IL11_HUMAN;LALBA_HUMAN;LIPP_HUMAN;PF4V_HUMAN;IFNE_HUMAN;PRPC_HUMAN;SFRP4_HUMAN;PA2GA_HUMAN;PRS56_HUMAN;REG3A_HUMAN;RM18_HUMAN;PLDX1_HUMAN;PA21B_HUMAN;SODE_HUMAN;ST14_HUMAN;TRFE_HUMAN;SECR_HUMAN;TGFA_HUMAN;SPB4_HUMAN;SPRC_HUMAN;FCN3_HUMAN;COL10_HUMAN;XYLT2_HUMAN;TSHB_HUMAN;REG1A_HUMAN;TENX_HUMAN;WNT2B_HUMAN;WNT8A_HUMAN;TRYG1_HUMAN;WFD12_HUMAN;PSPC_HUMAN;WFDC1_HUMAN;TEST_HUMAN;THRB_HUMAN;TSP4_HUMAN;WN10A_HUMAN;PODN_HUMAN;UBN2_HUMAN;RETN_HUMAN;TENN_HUMAN;ZG16_HUMAN;KCRM_HUMAN;RB8NL_HUMAN;AEBP1_HUMAN;CEL_HUMAN;BMP5_HUMAN;A2AP_HUMAN;FBLN7_HUMAN;IBP5_HUMAN;IL24_HUMAN;IL27A_HUMAN;IL27B_HUMAN;IL4_HUMAN;IL37_HUMAN;IL40_HUMAN;IL6RA_HUMAN;IL7_HUMAN;FGF18_HUMAN;MYDGF_HUMAN;NBL1_HUMAN;H2BFS_HUMAN;LEG7_HUMAN;COMP_HUMAN;CPXM2_HUMAN;IFNA2_HUMAN;CTRB1_HUMAN;IL12B_HUMAN;MMP7_HUMAN;BPIA1_HUMAN;AREG_HUMAN;CAPG_HUMAN;DOPO_HUMAN;1433Z_HUMAN;CLUS_HUMAN;CNOT1_HUMAN;CO2A1_HUMAN;CO4A6_HUMAN;CO5A1_HUMAN;CILP1_HUMAN;CO7A1_HUMAN;CO9A1_HUMAN;CODA1_HUMAN;GLHA_HUMAN;BIVM_HUMAN;ATS15_HUMAN;D131A_HUMAN;F151B_HUMAN;CKLF7_HUMAN;AOC1_HUMAN"	"168/1783"
"PC1(top10%)"	"GO"	"0009410"	"response to xenobiotic stimulus "	"226/17829"	1.96298373527762	1.26759773402883	0.0152955446417741	1	1.54858570868428	"PLIN2_HUMAN;SEM3C_HUMAN;SFRP2_HUMAN;TRPA1_HUMAN;5HT2B_HUMAN;DNM3A_HUMAN;FOS_HUMAN;FOSB_HUMAN;CY24A_HUMAN;NCKPL_HUMAN;BCAR3_HUMAN;CCNO_HUMAN;ITA3_HUMAN;FAK2_HUMAN;DRD1_HUMAN;CALR_HUMAN;MK_HUMAN;KS6B1_HUMAN;HMCS2_HUMAN;MAS_HUMAN;PLCB_HUMAN;MRP1_HUMAN;RPP21_HUMAN;SCOT1_HUMAN;VAV3_HUMAN;TGFA_HUMAN;THIOM_HUMAN;RET_HUMAN;PGH2_HUMAN;AMELX_HUMAN;NAC1_HUMAN;CPSM_HUMAN;HNF1B_HUMAN;ABCD3_HUMAN;ADCY1_HUMAN;AHR_HUMAN"	"36/1783"
"PC1(top10%)"	"GO"	"0070160"	"tight junction "	"19/17829"	0.336511497476164	0.106567951090919	0.0197858475106943	1	3.15771762552764	"JAM3_HUMAN;OCLN_HUMAN;ZO1_HUMAN;CLD11_HUMAN;ILDR2_HUMAN;CLD3_HUMAN;CLD4_HUMAN"	"7/1783"
