"component"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"PC1(top10%)"	"GO"	"0007186"	"G protein-coupled receptor signaling pathway "	"435/17829"	3.80526021264689	2.43984519602894	0.000467098732317772	1	1.55963182370762	"PE2R2_HUMAN;PD2R_HUMAN;OPN4_HUMAN;RL3R1_HUMAN;RGS9_HUMAN;TAAR2_HUMAN;TAAR5_HUMAN;LGR6_HUMAN;GPR17_HUMAN;GPER1_HUMAN;5HT2B_HUMAN;LSHR_HUMAN;GPR87_HUMAN;MRGX2_HUMAN;OPSB_HUMAN;OR8D2_HUMAN;CCR10_HUMAN;CCL11_HUMAN;GBG13_HUMAN;APOA1_HUMAN;GPR31_HUMAN;NPBW1_HUMAN;OR5DE_HUMAN;MRGRG_HUMAN;OR5M9_HUMAN;OR5I1_HUMAN;OX2R_HUMAN;GPR37_HUMAN;GPR32_HUMAN;CCR7_HUMAN;NPBW2_HUMAN;OR5M8_HUMAN;OR8U9_HUMAN;O10J1_HUMAN;PK3CG_HUMAN;MTLR_HUMAN;OX1R_HUMAN;O5AP2_HUMAN;TRFR_HUMAN;RGS14_HUMAN;RPGFL_HUMAN;XCR1_HUMAN;OGR1_HUMAN;P2RY1_HUMAN;OR8D1_HUMAN;RAMP3_HUMAN;R7BP_HUMAN;R9BP_HUMAN;RGS1_HUMAN;RGS3_HUMAN;CCL13_HUMAN;BHA15_HUMAN;GBG5_HUMAN;GPR39_HUMAN;CXCR1_HUMAN;ACM1_HUMAN;ADA1A_HUMAN;GLHA_HUMAN;AGRG3_HUMAN;GASR_HUMAN;FPR2_HUMAN;AGRA2_HUMAN;CCL24_HUMAN;CXCL9_HUMAN;BAIP3_HUMAN;CALM2_HUMAN;GP176_HUMAN;AGRF3_HUMAN;CXCR6_HUMAN"	"69/1787"
"PC1(top10%)"	"GO"	"0005886"	"plasma membrane "	"4231/17829"	26.8047006155568	23.7310000560884	0.000557454079158	1	1.12952258869005	"PHAR2_HUMAN;PE2R2_HUMAN;PD2R_HUMAN;PDC10_HUMAN;PDE6A_HUMAN;PDE6C_HUMAN;PLXB3_HUMAN;PLXC1_HUMAN;PLIN4_HUMAN;PI2R_HUMAN;NEP_HUMAN;OPN4_HUMAN;O12D1_HUMAN;RAPSN_HUMAN;RAB23_HUMAN;RAB28_HUMAN;RAB5A_HUMAN;RAB6A_HUMAN;RASL2_HUMAN;RL3R1_HUMAN;RGS9_HUMAN;SYT7_HUMAN;TAAR2_HUMAN;PIGN_HUMAN;SC5A6_HUMAN;SLUR2_HUMAN;SIGL9_HUMAN;TMEDA_HUMAN;TIP_HUMAN;TIAM1_HUMAN;PTPRN_HUMAN;ROBO2_HUMAN;S26A6_HUMAN;SCUB1_HUMAN;TM7S3_HUMAN;SH2B1_HUMAN;SHC4_HUMAN;PERT_HUMAN;S41A2_HUMAN;TRPA1_HUMAN;SCFD1_HUMAN;T3JAM_HUMAN;FHL1_HUMAN;FAT2_HUMAN;HCAR1_HUMAN;GNAT1_HUMAN;LGR6_HUMAN;MDGA1_HUMAN;GLRA1_HUMAN;KALM_HUMAN;GPR17_HUMAN;LRP11_HUMAN;MARK2_HUMAN;MAST1_HUMAN;M3K7_HUMAN;I10R1_HUMAN;AP2A2_HUMAN;ETV6_HUMAN;GPER1_HUMAN;I15RA_HUMAN;ACHD_HUMAN;ABCG2_HUMAN;5HT2B_HUMAN;APLP1_HUMAN;I27RA_HUMAN;IFI6_HUMAN;KPB2_HUMAN;LSHR_HUMAN;LRBA_HUMAN;KCNA4_HUMAN;JPH4_HUMAN;DPYL2_HUMAN;EPHA3_HUMAN;KCNK1_HUMAN;ENOX1_HUMAN;FRS3_HUMAN;CUBN_HUMAN;EMP3_HUMAN;ERBB3_HUMAN;GSG1L_HUMAN;GPR87_HUMAN;HRH2_HUMAN;ANO9_HUMAN;CFC1_HUMAN;EFNA3_HUMAN;GMIP_HUMAN;HYAL3_HUMAN;MRGX2_HUMAN;O10H1_HUMAN;PAK1_HUMAN;BIN2_HUMAN;FIBB_HUMAN;HPSE2_HUMAN;ITM2B_HUMAN;NEDD1_HUMAN;NFASC_HUMAN;HGNAT_HUMAN;KPCI_HUMAN;OR2M4_HUMAN;GNAO_HUMAN;GRB10_HUMAN;HMR1_HUMAN;OR6C1_HUMAN;OPSB_HUMAN;OR8D2_HUMAN;OR5H2_HUMAN;O51E1_HUMAN;APLD1_HUMAN;I18RA_HUMAN;NET4_HUMAN;OR4X2_HUMAN;CDCP1_HUMAN;CD33_HUMAN;CD38_HUMAN;CCR10_HUMAN;EFNA2_HUMAN;LIPI_HUMAN;CACB2_HUMAN;CAD13_HUMAN;HYAS1_HUMAN;GRM2_HUMAN;GTR11_HUMAN;ITA4_HUMAN;KC1D_HUMAN;CLM9_HUMAN;CBL_HUMAN;ENOA_HUMAN;GAS1_HUMAN;ERBB2_HUMAN;CTL3_HUMAN;ENPP1_HUMAN;GLNA_HUMAN;FEZ1_HUMAN;CDCA4_HUMAN;CNRG_HUMAN;GBG13_HUMAN;APOA1_HUMAN;EFNB3_HUMAN;GPC4_HUMAN;FCG2B_HUMAN;GBRR2_HUMAN;GLPC_HUMAN;GUC2F_HUMAN;KCND1_HUMAN;KLRD1_HUMAN;KCNF1_HUMAN;KIRR1_HUMAN;GPR85_HUMAN;CEIP2_HUMAN;DNER_HUMAN;FZD2_HUMAN;DRB1_HUMAN;GLRA3_HUMAN;GRID2_HUMAN;IZUM3_HUMAN;GPR31_HUMAN;CRIM1_HUMAN;DAG1_HUMAN;LAIR2_HUMAN;NPBW1_HUMAN;OR5V1_HUMAN;O56A5_HUMAN;OR2W3_HUMAN;OR2T5_HUMAN;O2AT4_HUMAN;O51S1_HUMAN;OR5DE_HUMAN;PLCH2_HUMAN;MRGRG_HUMAN;OR5M9_HUMAN;O5AC2_HUMAN;MMP14_HUMAN;O10H5_HUMAN;PIANP_HUMAN;PLM_HUMAN;F16P2_HUMAN;FABP5_HUMAN;OLFM4_HUMAN;O10J3_HUMAN;INAR2_HUMAN;MOT11_HUMAN;KCNE1_HUMAN;PA2G5_HUMAN;PMP22_HUMAN;PROP_HUMAN;NMD3A_HUMAN;OR2B3_HUMAN;OR5I1_HUMAN;OX2R_HUMAN;GIPR_HUMAN;ELAP1_HUMAN;HTRA1_HUMAN;GRM4_HUMAN;GRP1_HUMAN;FA10_HUMAN;GPR37_HUMAN;GPR32_HUMAN;EZRI_HUMAN;CTSRG_HUMAN;CAH4_HUMAN;NEUL1_HUMAN;NCTR1_HUMAN;P2RY6_HUMAN;PLCE1_HUMAN;NSF_HUMAN;O2AG1_HUMAN;NRK2_HUMAN;O11L1_HUMAN;KPCZ_HUMAN;MRP1_HUMAN;AQP2_HUMAN;ANK1_HUMAN;CCR7_HUMAN;PRTN3_HUMAN;CTNL1_HUMAN;LRC4B_HUMAN;LY6E_HUMAN;NEXN_HUMAN;MUCL3_HUMAN;MRP7_HUMAN;NTNG1_HUMAN;O6C68_HUMAN;OR2L5_HUMAN;O51E2_HUMAN;LAIR1_HUMAN;LYPD4_HUMAN;O51B2_HUMAN;O10G6_HUMAN;O13C2_HUMAN;CHMP5_HUMAN;RPGF3_HUMAN;S10AA_HUMAN;NPBW2_HUMAN;OR5M8_HUMAN;OR8U9_HUMAN;OR4KF_HUMAN;O52M1_HUMAN;O10J1_HUMAN;RHOU_HUMAN;SMIM1_HUMAN;SL7A1_HUMAN;SL9A1_HUMAN;SIT1_HUMAN;RTP2_HUMAN;SCNND_HUMAN;PI4KA_HUMAN;PK3CG_HUMAN;PMS2_HUMAN;NRN1_HUMAN;O52N1_HUMAN;P2RY4_HUMAN;SPTN4_HUMAN;MTLR_HUMAN;MUC3A_HUMAN;OX1R_HUMAN;ORML3_HUMAN;O13J1_HUMAN;O5AP2_HUMAN;OR2A5_HUMAN;OR3A2_HUMAN;OR4KE_HUMAN;O4C45_HUMAN;O51F2_HUMAN;PLCL1_HUMAN;PPIP2_HUMAN;RHOV_HUMAN;SO1A2_HUMAN;PODXL_HUMAN;USH1G_HUMAN;PARVB_HUMAN;S22A1_HUMAN;SPA12_HUMAN;S22A8_HUMAN;S22AE_HUMAN;TRFR_HUMAN;SUSD3_HUMAN;TCIM_HUMAN;OSGEP_HUMAN;PA24E_HUMAN;TRFM_HUMAN;TNFC_HUMAN;SLIK6_HUMAN;STML1_HUMAN;TA2R1_HUMAN;TNF18_HUMAN;STYK1_HUMAN;RNF43_HUMAN;SERC5_HUMAN;SSR3_HUMAN;TLR5_HUMAN;TRPC4_HUMAN;SDC2_HUMAN;S22A4_HUMAN;T2R30_HUMAN;S10A3_HUMAN;TGFA_HUMAN;RIT2_HUMAN;SCRB2_HUMAN;S38A5_HUMAN;SMAD7_HUMAN;SEM5A_HUMAN;SPRC_HUMAN;STB5L_HUMAN;IFIT5_HUMAN;MELK_HUMAN;OR5P2_HUMAN;OR6P1_HUMAN;TRPM6_HUMAN;PKHN1_HUMAN;TLR10_HUMAN;SC5A4_HUMAN;RFFL_HUMAN;LIRB5_HUMAN;PRAME_HUMAN;RGS14_HUMAN;S3TC2_HUMAN;S26A9_HUMAN;VISTA_HUMAN;PILRB_HUMAN;VSTM5_HUMAN;XK_HUMAN;TYRP2_HUMAN;WNT7A_HUMAN;T2R45_HUMAN;PTPRO_HUMAN;T2R38_HUMAN;MADCA_HUMAN;PLEC_HUMAN;MUC6_HUMAN;TX101_HUMAN;XCR1_HUMAN;TEST_HUMAN;TBC3C_HUMAN;TMX3_HUMAN;ZNT1_HUMAN;RGMA_HUMAN;PTPRE_HUMAN;NEUR3_HUMAN;O10X1_HUMAN;ITB7_HUMAN;TARG1_HUMAN;MYH9_HUMAN;OGR1_HUMAN;OTOAN_HUMAN;OTOP3_HUMAN;P2RY1_HUMAN;TNR6_HUMAN;NFAM1_HUMAN;RGRF1_HUMAN;TEFF2_HUMAN;YTDC1_HUMAN;TF_HUMAN;PODO_HUMAN;LT4R2_HUMAN;NLRP6_HUMAN;NUBP1_HUMAN;OR8D1_HUMAN;OR4E2_HUMAN;RAB37_HUMAN;RB22A_HUMAN;RB27B_HUMAN;RB40C_HUMAN;RAMP3_HUMAN;RGS1_HUMAN;RGS3_HUMAN;ABCG5_HUMAN;5HT2A_HUMAN;AHNK_HUMAN;ADA30_HUMAN;ANXA1_HUMAN;DGKB_HUMAN;CD27_HUMAN;DEN4C_HUMAN;DLG3_HUMAN;CLD11_HUMAN;AT2B2_HUMAN;AT10B_HUMAN;AT11C_HUMAN;BEST2_HUMAN;BT3A1_HUMAN;AMER2_HUMAN;ADAM2_HUMAN;ANXA2_HUMAN;HSP76_HUMAN;IL23R_HUMAN;ICAM4_HUMAN;ICAM5_HUMAN;IL3RB_HUMAN;IL6RB_HUMAN;IKBA_HUMAN;DLGP2_HUMAN;ISLR2_HUMAN;ITGBL_HUMAN;MYO1F_HUMAN;NAC1_HUMAN;NB5R1_HUMAN;NFX1_HUMAN;GP153_HUMAN;GRIA1_HUMAN;LRFN1_HUMAN;MMP15_HUMAN;KRIT1_HUMAN;NDUC2_HUMAN;GPC2_HUMAN;KI3L1_HUMAN;KCMB1_HUMAN;COHA1_HUMAN;FYB1_HUMAN;GBG5_HUMAN;GPR39_HUMAN;IGSF8_HUMAN;O52D1_HUMAN;HFE_HUMAN;HSPB1_HUMAN;ITIH4_HUMAN;O51A2_HUMAN;CCR6_HUMAN;CPNS1_HUMAN;CXCR1_HUMAN;DSC2_HUMAN;ITA2B_HUMAN;ITAV_HUMAN;KCNH8_HUMAN;KCNJ6_HUMAN;BCAM_HUMAN;DPEP1_HUMAN;ACM1_HUMAN;ABCB6_HUMAN;BI2L1_HUMAN;BTK_HUMAN;BTNL8_HUMAN;ADA1A_HUMAN;ADH7_HUMAN;ADRB1_HUMAN;ARH40_HUMAN;AQP5_HUMAN;AMPE_HUMAN;CNTN3_HUMAN;CNNM3_HUMAN;CLD20_HUMAN;CLD9_HUMAN;CLC10_HUMAN;DQB2_HUMAN;GDF5_HUMAN;GFRA2_HUMAN;GFRA3_HUMAN;GGT5_HUMAN;GGT7_HUMAN;AJM1_HUMAN;AGRG3_HUMAN;AOC3_HUMAN;CABP1_HUMAN;GASR_HUMAN;FPR2_HUMAN;AGRA2_HUMAN;ADRB2_HUMAN;CAB45_HUMAN;FLVC2_HUMAN;BAIP3_HUMAN;CALM2_HUMAN;DPP6_HUMAN;GP146_HUMAN;GP176_HUMAN;ACHE_HUMAN;AKAP5_HUMAN;ADA23_HUMAN;CAVN2_HUMAN;ARF6_HUMAN;CD5R1_HUMAN;CD68_HUMAN;5HT3B_HUMAN;5HT3A_HUMAN;ARF1_HUMAN;EI2BA_HUMAN;EMP2_HUMAN;CPPED_HUMAN;CXCR6_HUMAN;BORG5_HUMAN;FMNL1_HUMAN;FLIP1_HUMAN"	"480/1787"
"PC1(top10%)"	"GO"	"0005615"	"extracellular space "	"1409/17829"	9.96082820369334	7.90285489932133	0.0010914505179361	1	1.26040884346096	"PDGFD_HUMAN;PI15_HUMAN;SLUR2_HUMAN;SFRP3_HUMAN;SLUR1_HUMAN;SEM3C_HUMAN;RS30_HUMAN;SCUB1_HUMAN;TIMP2_HUMAN;SEM3G_HUMAN;PERT_HUMAN;PRL_HUMAN;TFF2_HUMAN;MDGA1_HUMAN;DDTL_HUMAN;KALM_HUMAN;FGF16_HUMAN;I15RA_HUMAN;CBPA5_HUMAN;KERA_HUMAN;KLH17_HUMAN;LEG1H_HUMAN;HPLN3_HUMAN;LIF_HUMAN;LRC15_HUMAN;FBLN5_HUMAN;HMGB1_HUMAN;ENOX1_HUMAN;IGFL4_HUMAN;CORT_HUMAN;CTRL_HUMAN;ERBB3_HUMAN;IGFL3_HUMAN;I13R2_HUMAN;HEP2_HUMAN;DCD_HUMAN;FBLN1_HUMAN;NEU1_HUMAN;C1QL2_HUMAN;FIBB_HUMAN;GDNF_HUMAN;ITM2B_HUMAN;HMR1_HUMAN;IL13_HUMAN;COJA1_HUMAN;CPXM1_HUMAN;LIPI_HUMAN;CAD13_HUMAN;FCN2_HUMAN;EREG_HUMAN;C1QT4_HUMAN;ENOA_HUMAN;CXL13_HUMAN;CXL14_HUMAN;ENPP1_HUMAN;EP3A_HUMAN;CYTS_HUMAN;CCL11_HUMAN;APOL4_HUMAN;APOA1_HUMAN;KLK7_HUMAN;CRHBP_HUMAN;DRB1_HUMAN;CALR_HUMAN;CRIS1_HUMAN;DAG1_HUMAN;MMP14_HUMAN;OLFM4_HUMAN;INAR2_HUMAN;MMP8_HUMAN;PGS2_HUMAN;PROP_HUMAN;KLK5_HUMAN;HTRA1_HUMAN;GPX3_HUMAN;FA10_HUMAN;EZRI_HUMAN;IFN14_HUMAN;CH3L2_HUMAN;IL11_HUMAN;LALBA_HUMAN;LRC3B_HUMAN;RNAS2_HUMAN;METRN_HUMAN;PRTN3_HUMAN;CBPN_HUMAN;CBPZ_HUMAN;S10AA_HUMAN;SCRG1_HUMAN;SFRP5_HUMAN;PODXL_HUMAN;SPA12_HUMAN;SCG2_HUMAN;TRFM_HUMAN;TNFC_HUMAN;SSPO_HUMAN;TNF18_HUMAN;TRY2_HUMAN;NMI_HUMAN;SOSD1_HUMAN;SSH2_HUMAN;S10AE_HUMAN;TGFA_HUMAN;SPA11_HUMAN;SPRC_HUMAN;FETA_HUMAN;FGF2_HUMAN;HYAL1_HUMAN;WNT8A_HUMAN;WFD13_HUMAN;WNT7A_HUMAN;TRYG1_HUMAN;VEGFA_HUMAN;TFF1_HUMAN;LYOX_HUMAN;ZG16B_HUMAN;MUC6_HUMAN;TEST_HUMAN;TSP1_HUMAN;VWC2_HUMAN;VMO1_HUMAN;WN10B_HUMAN;ZG16_HUMAN;UCMA_HUMAN;VEGFD_HUMAN;UCN2_HUMAN;TF_HUMAN;LOXL4_HUMAN;PTGDS_HUMAN;NEUS_HUMAN;AAKG2_HUMAN;CBPB2_HUMAN;CEL_HUMAN;ANXA1_HUMAN;CCL13_HUMAN;DLG3_HUMAN;CBLN1_HUMAN;ANXA2_HUMAN;APOD_HUMAN;FBLN7_HUMAN;FSTL1_HUMAN;IBP2_HUMAN;IL1B_HUMAN;IL20_HUMAN;IL6RB_HUMAN;FBLN3_HUMAN;FGF18_HUMAN;MYOC_HUMAN;NDNF_HUMAN;D103A_HUMAN;KRIT1_HUMAN;CPXM2_HUMAN;GPC2_HUMAN;INHBC_HUMAN;COHA1_HUMAN;HPSE_HUMAN;KTDAP_HUMAN;HFE_HUMAN;HSPB1_HUMAN;I36RA_HUMAN;IL12B_HUMAN;DPEP1_HUMAN;DOPO_HUMAN;BPIFC_HUMAN;ALBU_HUMAN;CO2A1_HUMAN;CO4A5_HUMAN;CO4A6_HUMAN;CO8A_HUMAN;GDF1_HUMAN;GDF2_HUMAN;GDF5_HUMAN;GLHA_HUMAN;CABP1_HUMAN;CCL24_HUMAN;ATS15_HUMAN;CXCL9_HUMAN;CBPA2_HUMAN;APOA4_HUMAN"	"179/1787"
"PC1(top10%)"	"GO"	"0004930"	"G protein-coupled receptor activity "	"633/17829"	4.98041410184667	3.55039542318694	0.00169914866260799	1	1.40277729892297	"O12D1_HUMAN;RL3R1_HUMAN;TAAR2_HUMAN;TAAR5_HUMAN;HCAR1_HUMAN;GPR17_HUMAN;GPER1_HUMAN;MRGX2_HUMAN;OR2M4_HUMAN;OR6C1_HUMAN;OR8D2_HUMAN;OR5H2_HUMAN;O51E1_HUMAN;OR4X2_HUMAN;CCR10_HUMAN;GRM2_HUMAN;GPR85_HUMAN;FZD2_HUMAN;GPR31_HUMAN;NPBW1_HUMAN;OR5V1_HUMAN;O56A5_HUMAN;OR2W3_HUMAN;OR2T5_HUMAN;O2AT4_HUMAN;O51S1_HUMAN;OR5DE_HUMAN;MRGRG_HUMAN;OR5M9_HUMAN;O5AC2_HUMAN;O10J3_HUMAN;OR2B3_HUMAN;OR5I1_HUMAN;OX2R_HUMAN;GRM4_HUMAN;GPR37_HUMAN;GPR32_HUMAN;P2RY6_HUMAN;O2AG1_HUMAN;O11L1_HUMAN;CCR7_HUMAN;O6C68_HUMAN;OR2L5_HUMAN;O51E2_HUMAN;O51B2_HUMAN;O10G6_HUMAN;O13C2_HUMAN;NPBW2_HUMAN;OR5M8_HUMAN;OR8U9_HUMAN;OR4KF_HUMAN;O52M1_HUMAN;O10J1_HUMAN;O52N1_HUMAN;MTLR_HUMAN;OX1R_HUMAN;O13J1_HUMAN;O5AP2_HUMAN;OR2A5_HUMAN;OR3A2_HUMAN;OR4KE_HUMAN;O4C45_HUMAN;O51F2_HUMAN;TA2R1_HUMAN;SSR3_HUMAN;T2R30_HUMAN;OR5P2_HUMAN;OR6P1_HUMAN;T2R45_HUMAN;T2R38_HUMAN;O10X1_HUMAN;OGR1_HUMAN;OR8D1_HUMAN;OR4E2_HUMAN;GP153_HUMAN;GPR39_HUMAN;O52D1_HUMAN;O51A2_HUMAN;CXCR1_HUMAN;ADA1A_HUMAN;ADRB1_HUMAN;AGRG3_HUMAN;GASR_HUMAN;FPR2_HUMAN;AGRA2_HUMAN;ADRB2_HUMAN;GP146_HUMAN;GP176_HUMAN;AGRF3_HUMAN;CXCR6_HUMAN"	"90/1787"
"PC1(top10%)"	"GO"	"0007268"	"chemical synaptic transmission "	"226/17829"	2.07050923335199	1.26759773402883	0.00601308441876248	1	1.63341190802799	"RAPSN_HUMAN;GLRA1_HUMAN;ACHD_HUMAN;5HT2B_HUMAN;CORT_HUMAN;HRH2_HUMAN;O10H1_HUMAN;CACB2_HUMAN;MINK1_HUMAN;GRM2_HUMAN;GBRP_HUMAN;GBRR2_HUMAN;GLRA3_HUMAN;NPBW1_HUMAN;O10H5_HUMAN;PMP22_HUMAN;OX2R_HUMAN;GRM4_HUMAN;KS6A3_HUMAN;OREX_HUMAN;OX1R_HUMAN;SYUG_HUMAN;RIT2_HUMAN;SYUB_HUMAN;BSN_HUMAN;5HT2A_HUMAN;CEL_HUMAN;CBLN1_HUMAN;MYBPP_HUMAN;GRIA1_HUMAN;KCMB1_HUMAN;DOPO_HUMAN;ACM1_HUMAN;GP176_HUMAN;ACHE_HUMAN;AKAP5_HUMAN;5HT3B_HUMAN;5HT3A_HUMAN"	"38/1787"
"PC1(top10%)"	"GO"	"0007200"	"phospholipase C-activating G protein-coupled receptor signaling pathway "	"61/17829"	0.783435926133184	0.342139211397162	0.00683660022820699	1	2.28981625033255	"5HT2B_HUMAN;LSHR_HUMAN;GBG13_HUMAN;OX2R_HUMAN;GPR32_HUMAN;P2RY6_HUMAN;PLCE1_HUMAN;OREX_HUMAN;P2RY4_HUMAN;TRFR_HUMAN;P2RY1_HUMAN;5HT2A_HUMAN;ADA1A_HUMAN;GASR_HUMAN;FPR2_HUMAN"	"15/1787"
"PC1(top10%)"	"GO"	"0007204"	"positive regulation of cytosolic calcium ion concentration "	"140/17829"	1.39899272523783	0.785237534354142	0.00839980465902134	1	1.78161723559037	"PE2R2_HUMAN;PD2R_HUMAN;PI2R_HUMAN;GPER1_HUMAN;HMGB1_HUMAN;NEU1_HUMAN;CD38_HUMAN;CCR10_HUMAN;CXL13_HUMAN;GATA1_HUMAN;GIPR_HUMAN;GPR32_HUMAN;PLCE1_HUMAN;CCR7_HUMAN;OREX_HUMAN;PK3CG_HUMAN;P2RY4_HUMAN;XCR1_HUMAN;P2RY1_HUMAN;CCR6_HUMAN;CXCR1_HUMAN;ITAV_HUMAN;ADA1A_HUMAN;GASR_HUMAN;FPR2_HUMAN;CXCR6_HUMAN"	"26/1787"
"PC1(top10%)"	"GO"	"0099061"	"integral component of postsynaptic density membrane "	"48/17829"	0.671516508114158	0.269224297492849	0.00964315587709395	1	2.49426412982652	"SORC3_HUMAN;GSG1L_HUMAN;EFNB3_HUMAN;GRID2_HUMAN;NMD3A_HUMAN;LRC4B_HUMAN;PTPRO_HUMAN;ZNT1_HUMAN;AT2B2_HUMAN;GRIA1_HUMAN;LRFN1_HUMAN;CNIH2_HUMAN;ACM1_HUMAN"	"13/1787"
"PC1(top10%)"	"GO"	"0003707"	"steroid hormone receptor activity "	"21/17829"	0.391717963066592	0.117785630153121	0.00975973580673434	1	3.32568550643537	"GPER1_HUMAN;ERR3_HUMAN;O51E2_HUMAN;PGRC2_HUMAN;PPARD_HUMAN;RXRG_HUMAN;NR2E3_HUMAN;NR1D1_HUMAN"	"8/1787"
"PC1(top10%)"	"GO"	"0043303"	"mast cell degranulation "	"16/17829"	0.335758254057079	0.0897414324976162	0.0105822800474311	1	3.74139619473979	"PD2R_HUMAN;MRGX2_HUMAN;CBL_HUMAN;GRP1_HUMAN;PK3CG_HUMAN;PTGDS_HUMAN;CPLX2_HUMAN"	"7/1787"
