"component"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"	"Count_query"
"PC1(top10%)"	"GO"	"0002181"	"cytoplasmic translation "	"84/17829"	3.02860347728547	0.471142520612485	4.23228328418141e-22	2.9956101085436e-18	6.42821088053842	"RS15A_HUMAN;RL35A_HUMAN;RS26_HUMAN;RL18A_HUMAN;RL26_HUMAN;RLA0_HUMAN;RL6_HUMAN;RS12_HUMAN;RSSA_HUMAN;RL35_HUMAN;RL37A_HUMAN;RL36A_HUMAN;RL36_HUMAN;RL4_HUMAN;RL37_HUMAN;RL5_HUMAN;RL38_HUMAN;RL39_HUMAN;RL24_HUMAN;RS27_HUMAN;RS18_HUMAN;RL31_HUMAN;RS4X_HUMAN;RL15_HUMAN;RS14_HUMAN;RL11_HUMAN;RL34_HUMAN;RS24_HUMAN;RS6_HUMAN;RL29_HUMAN;RL7A_HUMAN;RS13_HUMAN;RWDD1_HUMAN;RL9_HUMAN;RL17_HUMAN;RS16_HUMAN;RS2_HUMAN;RS10_HUMAN;RL18_HUMAN;RL12_HUMAN;RL19_HUMAN;RL7_HUMAN;RS3_HUMAN;RS3A_HUMAN;RS15_HUMAN;RS17_HUMAN;RL26L_HUMAN;RL28_HUMAN;RL8_HUMAN;RS8_HUMAN;RS28_HUMAN;RS27A_HUMAN;RL30_HUMAN;RL21_HUMAN;TMA7_HUMAN"	"55/1783"
"PC1(top10%)"	"GO"	"0022626"	"cytosolic ribosome "	"74/17829"	2.74817722938867	0.415054125301475	1.40992780203323e-20	9.97946898279117e-17	6.62125024632035	"RS15A_HUMAN;RL35A_HUMAN;RL18A_HUMAN;RL26_HUMAN;RLA0_HUMAN;RL6_HUMAN;RS12_HUMAN;RSSA_HUMAN;RL35_HUMAN;RL37A_HUMAN;RL36A_HUMAN;RL36_HUMAN;RL4_HUMAN;RL37_HUMAN;RL5_HUMAN;RL38_HUMAN;RL39_HUMAN;RL24_HUMAN;RS27_HUMAN;RS18_HUMAN;RL31_HUMAN;RS4X_HUMAN;RL15_HUMAN;RS14_HUMAN;RL11_HUMAN;RL34_HUMAN;RS24_HUMAN;RS6_HUMAN;RL29_HUMAN;RL7A_HUMAN;RS13_HUMAN;RL9_HUMAN;RL17_HUMAN;RS16_HUMAN;RS2_HUMAN;RS10_HUMAN;RL18_HUMAN;RL12_HUMAN;RL19_HUMAN;RL7_HUMAN;RS3_HUMAN;RS3A_HUMAN;RS15_HUMAN;RS17_HUMAN;RL28_HUMAN;RL8_HUMAN;RS8_HUMAN;RS27A_HUMAN;RL30_HUMAN;RL21_HUMAN"	"50/1783"
"PC1(top10%)"	"GO"	"0070062"	"extracellular exosome "	"1936/17829"	17.7790241166573	10.8587133322116	6.19583577294363e-18	4.3854125600895e-14	1.63730486041262	"PGK1_HUMAN;PGK2_HUMAN;PGAM4_HUMAN;PEF1_HUMAN;PD1L1_HUMAN;PLXB2_HUMAN;NEP_HUMAN;RS15A_HUMAN;STMN1_HUMAN;UTRN_HUMAN;NEBU_HUMAN;POTEE_HUMAN;PALS1_HUMAN;RAB1B_HUMAN;PGH1_HUMAN;RAB5B_HUMAN;RABP2_HUMAN;RAC2_HUMAN;ROA1_HUMAN;RET4_HUMAN;RL35A_HUMAN;RS26_HUMAN;SYT7_HUMAN;TAGL2_HUMAN;TMED9_HUMAN;SLUR1_HUMAN;TM109_HUMAN;S27A2_HUMAN;SHPS1_HUMAN;TLN1_HUMAN;RL26_HUMAN;SEM3G_HUMAN;STK26_HUMAN;RLA0_HUMAN;RNAS1_HUMAN;RSSA_HUMAN;LRRK2_HUMAN;LG3BP_HUMAN;MDHC_HUMAN;MAL2_HUMAN;GSTT1_HUMAN;MAT2B_HUMAN;CDHR5_HUMAN;JIP4_HUMAN;KAP3_HUMAN;ITB5_HUMAN;BIP_HUMAN;BMP3_HUMAN;H31T_HUMAN;H2B1L_HUMAN;LRC15_HUMAN;IQGA2_HUMAN;IPYR_HUMAN;COF1_HUMAN;DPYL2_HUMAN;HS90A_HUMAN;H2B1M_HUMAN;HINT1_HUMAN;GPV_HUMAN;GREB1_HUMAN;K1C28_HUMAN;HLAE_HUMAN;HNRPK_HUMAN;ATPB_HUMAN;ATPA_HUMAN;NUCB1_HUMAN;FAT1_HUMAN;IMB1_HUMAN;COCA1_HUMAN;GNAQ_HUMAN;H2AV_HUMAN;HS71B_HUMAN;ITM2B_HUMAN;K1C14_HUMAN;MOES_HUMAN;KPCI_HUMAN;H2B1H_HUMAN;BASI_HUMAN;B2MG_HUMAN;CSRP1_HUMAN;CRYAB_HUMAN;ENPL_HUMAN;CAD13_HUMAN;ANXA5_HUMAN;ITA3_HUMAN;ADA15_HUMAN;CHMP3_HUMAN;F10A1_HUMAN;FINC_HUMAN;GP155_HUMAN;GLNA_HUMAN;CD19_HUMAN;CLRN3_HUMAN;ANGT_HUMAN;APOA1_HUMAN;ARL8A_HUMAN;ANX11_HUMAN;BLVRB_HUMAN;CATD_HUMAN;GUC2B_HUMAN;GSTP1_HUMAN;GSTA1_HUMAN;K2C72_HUMAN;CTNS_HUMAN;CALX_HUMAN;H2A2A_HUMAN;ENTP1_HUMAN;MEGF8_HUMAN;MGT5A_HUMAN;NPHN_HUMAN;HNRPC_HUMAN;PDIA6_HUMAN;ITB8_HUMAN;KRT84_HUMAN;PAL4A_HUMAN;GAS6_HUMAN;HTRA1_HUMAN;EZRI_HUMAN;LDHA_HUMAN;PAIRB_HUMAN;LDHB_HUMAN;LYPA1_HUMAN;NECT2_HUMAN;S22AB_HUMAN;RLA2_HUMAN;RL37A_HUMAN;RL4_HUMAN;RL5_HUMAN;RL24_HUMAN;1433F_HUMAN;RIPR1_HUMAN;ML12A_HUMAN;ML12B_HUMAN;PRDX2_HUMAN;S10AA_HUMAN;NICA_HUMAN;NEBL_HUMAN;PPIB_HUMAN;RS18_HUMAN;SL9A3_HUMAN;SLAF1_HUMAN;RHG23_HUMAN;SCNNG_HUMAN;SNX18_HUMAN;PKHD1_HUMAN;PRDX6_HUMAN;RL31_HUMAN;SPTN1_HUMAN;RS4X_HUMAN;PARK7_HUMAN;RS14_HUMAN;RL11_HUMAN;SNX3_HUMAN;RL34_HUMAN;PODXL_HUMAN;SEPT7_HUMAN;REXO5_HUMAN;S39A5_HUMAN;T132A_HUMAN;RNF11_HUMAN;RS13_HUMAN;S22A6_HUMAN;S22AD_HUMAN;ROA2_HUMAN;RS16_HUMAN;RS2_HUMAN;PTTG_HUMAN;S20A2_HUMAN;S10A6_HUMAN;TRFM_HUMAN;PRDX1_HUMAN;SODE_HUMAN;PLCG2_HUMAN;SPB3_HUMAN;SPB9_HUMAN;THIO_HUMAN;VIME_HUMAN;SCRB2_HUMAN;TCPQ_HUMAN;RL12_HUMAN;RS3_HUMAN;SEM5A_HUMAN;SPTB2_HUMAN;FABPL_HUMAN;UB2D3_HUMAN;RS3A_HUMAN;SCNNB_HUMAN;RL26L_HUMAN;VP37D_HUMAN;CR1_HUMAN;RL28_HUMAN;RS8_HUMAN;RS28_HUMAN;RS27A_HUMAN;S26A9_HUMAN;RL30_HUMAN;WNT7B_HUMAN;PP2AA_HUMAN;TMC5_HUMAN;WASF2_HUMAN;WASL_HUMAN;TMM98_HUMAN;TXTP_HUMAN;WNT7A_HUMAN;UB2V1_HUMAN;VAMP8_HUMAN;PTPRO_HUMAN;PPIA_HUMAN;PSME2_HUMAN;PRR27_HUMAN;PIP_HUMAN;TGBR3_HUMAN;ZA2G_HUMAN;UPK1A_HUMAN;TBB5_HUMAN;TTHY_HUMAN;SYSC_HUMAN;ITB7_HUMAN;MYH9_HUMAN;NCKP1_HUMAN;TPM3_HUMAN;NEDD8_HUMAN;UBB_HUMAN;UGPA_HUMAN;UBS3A_HUMAN;UPK1B_HUMAN;VAMP5_HUMAN;TMC8_HUMAN;PTGDS_HUMAN;PODO_HUMAN;PPBT_HUMAN;PP1B_HUMAN;PDIA1_HUMAN;RAP2B_HUMAN;RAN_HUMAN;RADI_HUMAN;ACE_HUMAN;ADHX_HUMAN;AFAM_HUMAN;CD9_HUMAN;CDC42_HUMAN;DEST_HUMAN;ARPC3_HUMAN;ARPC4_HUMAN;ARMC3_HUMAN;ACTN4_HUMAN;ANXA2_HUMAN;CAMP_HUMAN;FAM3C_HUMAN;FSTL1_HUMAN;HORN_HUMAN;HSP7C_HUMAN;CH10_HUMAN;FBLN3_HUMAN;NACA_HUMAN;MYH13_HUMAN;GSTT2_HUMAN;MCP_HUMAN;DDX5_HUMAN;H33_HUMAN;K1C27_HUMAN;MYO15_HUMAN;NDRG2_HUMAN;LUM_HUMAN;K2C7_HUMAN;PCBP2_HUMAN;HLAC_HUMAN;IGSF8_HUMAN;K2C8_HUMAN;GIPC1_HUMAN;ITIH4_HUMAN;CPNS1_HUMAN;CTDSL_HUMAN;DNJB1_HUMAN;IF4E_HUMAN;ITA2B_HUMAN;MMP7_HUMAN;BCAM_HUMAN;BTG2_HUMAN;C2D1A_HUMAN;DYN2_HUMAN;BI2L1_HUMAN;1433Z_HUMAN;BPI_HUMAN;ANPRC_HUMAN;AMPE_HUMAN;CO1A2_HUMAN;CO3_HUMAN;CLIC4_HUMAN;CLIC5_HUMAN;GDIR1_HUMAN;GDIR2_HUMAN;1433E_HUMAN;AK1C4_HUMAN;CAH2_HUMAN;COFA1_HUMAN;CAB45_HUMAN;BGH3_HUMAN;CATL1_HUMAN;CC105_HUMAN;DYHC1_HUMAN;ACTA_HUMAN;AIF1L_HUMAN;ARF3_HUMAN;ARF6_HUMAN;CD59_HUMAN;CD63_HUMAN;CD70_HUMAN;CD81_HUMAN;CLM8_HUMAN;ASM3B_HUMAN;AT1B1_HUMAN;ARF1_HUMAN;CAN2_HUMAN;EF1G_HUMAN;ACTN2_HUMAN;ES8L2_HUMAN;ERMIN_HUMAN"	"318/1783"
"PC1(top10%)"	"GO"	"0003735"	"structural constituent of ribosome "	"149/17829"	3.30902972518228	0.835717090134051	3.22197583637574e-16	2.28051449698675e-12	3.95950946109227	"RS15A_HUMAN;RL10L_HUMAN;RL35A_HUMAN;RS26_HUMAN;RL18A_HUMAN;RT11_HUMAN;RT18B_HUMAN;RL26_HUMAN;RL7L_HUMAN;RLA0_HUMAN;RL6_HUMAN;RS12_HUMAN;RSSA_HUMAN;RL35_HUMAN;RLA2_HUMAN;RL37A_HUMAN;RL36A_HUMAN;RL36_HUMAN;RL4_HUMAN;RL37_HUMAN;RL5_HUMAN;RL38_HUMAN;RL39_HUMAN;RL24_HUMAN;RS27_HUMAN;RS18_HUMAN;RL31_HUMAN;RS4X_HUMAN;RL15_HUMAN;RS14_HUMAN;RL11_HUMAN;RL34_HUMAN;RS24_HUMAN;RS6_HUMAN;RL29_HUMAN;RL7A_HUMAN;RS13_HUMAN;RL9_HUMAN;RL17_HUMAN;RS16_HUMAN;RS2_HUMAN;RM33_HUMAN;RS10_HUMAN;RL18_HUMAN;RL12_HUMAN;RL19_HUMAN;RL7_HUMAN;RS3_HUMAN;RS3A_HUMAN;RS15_HUMAN;RS17_HUMAN;RL26L_HUMAN;RM17_HUMAN;RL28_HUMAN;RL8_HUMAN;RS8_HUMAN;RS28_HUMAN;RS27A_HUMAN;RL30_HUMAN;RL21_HUMAN"	"60/1783"
"PC1(top10%)"	"GO"	"0005925"	"focal adhesion "	"392/17829"	5.72069545709478	2.1986650961916	4.89706394172961e-16	3.46614185795622e-12	2.60189488021793	"NEP_HUMAN;RAC2_HUMAN;TLN1_HUMAN;RLA0_HUMAN;RL6_HUMAN;ITB5_HUMAN;BIP_HUMAN;LMO7_HUMAN;COF1_HUMAN;ILRL1_HUMAN;FES_HUMAN;HNRPK_HUMAN;NRP1_HUMAN;FAT1_HUMAN;HS71B_HUMAN;NFASC_HUMAN;MOES_HUMAN;FERM1_HUMAN;BCAR1_HUMAN;BASI_HUMAN;B2MG_HUMAN;CSRP1_HUMAN;ENPL_HUMAN;CAD13_HUMAN;ANXA5_HUMAN;ITA3_HUMAN;ITA5_HUMAN;FZD1_HUMAN;NPHN_HUMAN;ITB8_HUMAN;ITA2_HUMAN;FHL2_HUMAN;EZRI_HUMAN;NECT2_HUMAN;RLA2_HUMAN;RL37A_HUMAN;RL4_HUMAN;RL5_HUMAN;RL38_HUMAN;NICA_HUMAN;PPIB_HUMAN;RS18_HUMAN;RL31_HUMAN;RS4X_HUMAN;RS14_HUMAN;RHG22_HUMAN;RL7A_HUMAN;RS13_HUMAN;RL9_HUMAN;RS16_HUMAN;RS2_HUMAN;MRC2_HUMAN;RS10_HUMAN;RL18_HUMAN;PGFRB_HUMAN;VIME_HUMAN;SCRB2_HUMAN;RL12_HUMAN;RL19_HUMAN;RL7_HUMAN;RS3_HUMAN;RS3A_HUMAN;RS15_HUMAN;RS17_HUMAN;TSN4_HUMAN;RL8_HUMAN;RS8_HUMAN;RL30_HUMAN;TENS3_HUMAN;PPIA_HUMAN;VINEX_HUMAN;ITB7_HUMAN;MYH9_HUMAN;NCKP1_HUMAN;PP1B_HUMAN;PDIA1_HUMAN;RADI_HUMAN;CD9_HUMAN;CDC42_HUMAN;ARPC3_HUMAN;ACTN4_HUMAN;FBLN7_HUMAN;HSP7C_HUMAN;HCK_HUMAN;MCP_HUMAN;NPM_HUMAN;PCBP2_HUMAN;ITA2B_HUMAN;DYN2_HUMAN;1433Z_HUMAN;1433E_HUMAN;ADDA_HUMAN;CASL_HUMAN;AIF1L_HUMAN;ARF6_HUMAN;ARL2_HUMAN;CD59_HUMAN;CD81_HUMAN;ARF1_HUMAN;CAN2_HUMAN;CTNA1_HUMAN;BORG5_HUMAN;ACTN2_HUMAN"	"103/1783"
"PC1(top10%)"	"GO"	"0006412"	"translation "	"167/17829"	3.36511497476164	0.93667620169387	6.37177974977566e-15	4.50994570689122e-11	3.59261286736678	"RS15A_HUMAN;RL10L_HUMAN;RL35A_HUMAN;RS26_HUMAN;RL18A_HUMAN;RT11_HUMAN;RT18B_HUMAN;RL26_HUMAN;RLA0_HUMAN;RL6_HUMAN;RS12_HUMAN;RSSA_HUMAN;LARP4_HUMAN;RL35_HUMAN;RLA2_HUMAN;RL37A_HUMAN;RL36A_HUMAN;RL36_HUMAN;RL4_HUMAN;RL37_HUMAN;RL5_HUMAN;RL38_HUMAN;RL39_HUMAN;RL24_HUMAN;RS27_HUMAN;RS18_HUMAN;RL31_HUMAN;RS4X_HUMAN;RL15_HUMAN;RS14_HUMAN;RL11_HUMAN;RL34_HUMAN;RS24_HUMAN;RS6_HUMAN;RL29_HUMAN;RL7A_HUMAN;RS13_HUMAN;RL9_HUMAN;RL17_HUMAN;RS16_HUMAN;RS2_HUMAN;RM33_HUMAN;RS10_HUMAN;RL18_HUMAN;RL12_HUMAN;RL19_HUMAN;RL7_HUMAN;RS3_HUMAN;RS3A_HUMAN;RS15_HUMAN;RS17_HUMAN;RM17_HUMAN;RL28_HUMAN;RL8_HUMAN;RS8_HUMAN;RS28_HUMAN;RS27A_HUMAN;RL30_HUMAN;RL21_HUMAN;SYSC_HUMAN;NACA_HUMAN"	"61/1783"
"PC1(top10%)"	"GO"	"0022625"	"cytosolic large ribosomal subunit "	"54/17829"	1.90689848569826	0.302877334679455	3.07000238934529e-14	2.1729476911786e-10	6.29594316694709	"RL10L_HUMAN;RL35A_HUMAN;RL18A_HUMAN;RL26_HUMAN;RL7L_HUMAN;RLA0_HUMAN;RL6_HUMAN;RL35_HUMAN;RLA2_HUMAN;RL37A_HUMAN;RL36A_HUMAN;RL36_HUMAN;RL4_HUMAN;RL37_HUMAN;RL5_HUMAN;RL38_HUMAN;RL39_HUMAN;RL24_HUMAN;RL31_HUMAN;RL15_HUMAN;RL11_HUMAN;RL34_HUMAN;RL29_HUMAN;RL7A_HUMAN;RL9_HUMAN;RL17_HUMAN;RL18_HUMAN;RL12_HUMAN;RL19_HUMAN;RL7_HUMAN;RL26L_HUMAN;RL28_HUMAN;RL8_HUMAN;RL30_HUMAN;RL21_HUMAN"	"35/1783"
"PC1(top10%)"	"GO"	"0003723"	"RNA binding "	"1288/17829"	10.8244531688166	7.22418531605811	3.24417429890257e-08	0.000229622656876324	1.49836316418347	"PEF1_HUMAN;PDCD4_HUMAN;RS15A_HUMAN;RBPMS_HUMAN;RBM44_HUMAN;ROA1_HUMAN;RL35A_HUMAN;RS26_HUMAN;SMD3_HUMAN;RL18A_HUMAN;RT11_HUMAN;RU1C_HUMAN;NONO_HUMAN;NOL8_HUMAN;SAMN1_HUMAN;SF3B1_HUMAN;SRSF5_HUMAN;RL26_HUMAN;SFPQ_HUMAN;RL7L_HUMAN;RLA0_HUMAN;RL6_HUMAN;RS12_HUMAN;RSSA_HUMAN;H10_HUMAN;HNRPU_HUMAN;MAZ_HUMAN;HS90A_HUMAN;FPPS_HUMAN;HMGB1_HUMAN;ILF3_HUMAN;HNRPD_HUMAN;HNRPK_HUMAN;ATPA_HUMAN;IMB1_HUMAN;MEX3D_HUMAN;NOM1_HUMAN;HS71B_HUMAN;MACF1_HUMAN;LARP4_HUMAN;EIF3A_HUMAN;FUS_HUMAN;CSRP1_HUMAN;ENPL_HUMAN;CAVN1_HUMAN;ATPG_HUMAN;ERH_HUMAN;ANX11_HUMAN;CRKL_HUMAN;FWCH2_HUMAN;FUBP2_HUMAN;FCF1_HUMAN;GPTC4_HUMAN;CC137_HUMAN;CALX_HUMAN;IFT1B_HUMAN;PAX6_HUMAN;CPEB4_HUMAN;HNRH3_HUMAN;HNRPC_HUMAN;PRGC2_HUMAN;FND3B_HUMAN;HNRDL_HUMAN;PAPOA_HUMAN;PGS2_HUMAN;NQO1_HUMAN;EZRI_HUMAN;PAIRB_HUMAN;RL35_HUMAN;RL37A_HUMAN;RL36A_HUMAN;RL36_HUMAN;RL4_HUMAN;RL37_HUMAN;RL5_HUMAN;RL38_HUMAN;RL39_HUMAN;RL24_HUMAN;CSDE1_HUMAN;NCBP2_HUMAN;KTN1_HUMAN;RS27_HUMAN;MEPCE_HUMAN;NP1L1_HUMAN;PPIB_HUMAN;RS18_HUMAN;RTN4_HUMAN;RL31_HUMAN;SRS11_HUMAN;SRSF1_HUMAN;RS4X_HUMAN;RL15_HUMAN;RS14_HUMAN;RL11_HUMAN;RL34_HUMAN;SF01_HUMAN;RS24_HUMAN;RS6_HUMAN;REXO5_HUMAN;RL29_HUMAN;RL7A_HUMAN;RS13_HUMAN;RL9_HUMAN;RPN1_HUMAN;ROA2_HUMAN;RL17_HUMAN;RS16_HUMAN;RS2_HUMAN;PCD20_HUMAN;PRDX1_HUMAN;RS10_HUMAN;RRS1_HUMAN;RL18_HUMAN;SSRP1_HUMAN;SBP2L_HUMAN;TADBP_HUMAN;THIO_HUMAN;RUXG_HUMAN;RL12_HUMAN;PTBP3_HUMAN;RL19_HUMAN;RL7_HUMAN;RS3_HUMAN;SCG3_HUMAN;SPTB2_HUMAN;SUCA_HUMAN;EIF1_HUMAN;RS3A_HUMAN;RS15_HUMAN;RS17_HUMAN;RL26L_HUMAN;WT1_HUMAN;RIMS1_HUMAN;RL28_HUMAN;RL8_HUMAN;RS8_HUMAN;RS28_HUMAN;RS27A_HUMAN;RL30_HUMAN;TUT7_HUMAN;TRIR_HUMAN;ZC11A_HUMAN;PPIA_HUMAN;RL21_HUMAN;PSPC1_HUMAN;Z3H7B_HUMAN;SYSC_HUMAN;ZMAT3_HUMAN;MYH9_HUMAN;NOL4_HUMAN;XRCC5_HUMAN;YTHD1_HUMAN;ZN346_HUMAN;SYNE1_HUMAN;PDIA1_HUMAN;RADX_HUMAN;RCC2_HUMAN;RAN_HUMAN;QKI_HUMAN;RADI_HUMAN;CELF4_HUMAN;DEK_HUMAN;ACTN4_HUMAN;ANXA2_HUMAN;CCD47_HUMAN;HSP7C_HUMAN;ICAL_HUMAN;IF4G2_HUMAN;IF5A1_HUMAN;CH10_HUMAN;EIF3G_HUMAN;HNRC1_HUMAN;HNRL1_HUMAN;NPM_HUMAN;DDX5_HUMAN;NHP2_HUMAN;HNRPR_HUMAN;PCBP2_HUMAN;DDX28_HUMAN;EIF3C_HUMAN;IF4E_HUMAN;DZIP3_HUMAN;1433Z_HUMAN;CIRBP_HUMAN;1433E_HUMAN;ADDA_HUMAN;BTF3_HUMAN;CSTF3_HUMAN;DYHC1_HUMAN;ABT1_HUMAN;BORG4_HUMAN;AR6P4_HUMAN;ARF1_HUMAN;CTNA1_HUMAN"	"194/1783"
"PC1(top10%)"	"GO"	"0022627"	"cytosolic small ribosomal subunit "	"41/17829"	1.17779024116657	0.229962420775142	3.84507160720208e-08	0.000272154168357763	5.12166395359972	"RS15A_HUMAN;RS26_HUMAN;RT11_HUMAN;RS12_HUMAN;RSSA_HUMAN;RS27_HUMAN;RS18_HUMAN;RS4X_HUMAN;RS14_HUMAN;RS24_HUMAN;RS6_HUMAN;RS13_HUMAN;RS16_HUMAN;RS2_HUMAN;RS10_HUMAN;RS3_HUMAN;RS3A_HUMAN;RS15_HUMAN;RS17_HUMAN;RS8_HUMAN;RS28_HUMAN;RS27A_HUMAN"	"22/1783"
"PC1(top10%)"	"GO"	"0005615"	"extracellular space "	"1409/17829"	11.2170499158721	7.90285489932133	5.97427333939358e-07	0.00422859066962277	1.4193668058913	"PGK1_HUMAN;PDZD7_HUMAN;UTS2_HUMAN;POTEE_HUMAN;RET4_HUMAN;NYX_HUMAN;TICN1_HUMAN;TICN3_HUMAN;SLUR1_HUMAN;SPON1_HUMAN;SCUB1_HUMAN;TIMP2_HUMAN;TIMP3_HUMAN;SEM3G_HUMAN;TKN4_HUMAN;STC2_HUMAN;HLAF_HUMAN;LRR3C_HUMAN;LRRK2_HUMAN;LG3BP_HUMAN;MDHC_HUMAN;CCN5_HUMAN;FGF16_HUMAN;CBPA5_HUMAN;BTC_HUMAN;KERA_HUMAN;KLH17_HUMAN;BMP3_HUMAN;LRC15_HUMAN;COF1_HUMAN;FA5_HUMAN;HMGB1_HUMAN;GALA_HUMAN;HBEGF_HUMAN;HLAE_HUMAN;ANGP4_HUMAN;NRP1_HUMAN;NUCB1_HUMAN;IGF2_HUMAN;ATS13_HUMAN;COCA1_HUMAN;ITM2B_HUMAN;MOES_HUMAN;ONCM_HUMAN;FST_HUMAN;B2MG_HUMAN;CHIT1_HUMAN;FHR1_HUMAN;CXAR_HUMAN;CAD13_HUMAN;CMGA_HUMAN;ADA15_HUMAN;AGRP_HUMAN;CXL13_HUMAN;FINC_HUMAN;CCL11_HUMAN;ELA_HUMAN;ANGT_HUMAN;APOA1_HUMAN;CEL3B_HUMAN;FBN2_HUMAN;GP15L_HUMAN;KLK7_HUMAN;HGFA_HUMAN;CATD_HUMAN;CSH2_HUMAN;GSTP1_HUMAN;C1QRF_HUMAN;PPR29_HUMAN;LYPD8_HUMAN;PDIA6_HUMAN;IGFL2_HUMAN;PGS2_HUMAN;PROP_HUMAN;KLK6_HUMAN;GAS6_HUMAN;HTRA1_HUMAN;FJX1_HUMAN;EPO_HUMAN;EZRI_HUMAN;LIPL_HUMAN;LRC3B_HUMAN;ODAM_HUMAN;RL39_HUMAN;CREL2_HUMAN;LACRT_HUMAN;S10AA_HUMAN;SIL1_HUMAN;SOST_HUMAN;SCRG1_HUMAN;PRDX6_HUMAN;SG1D1_HUMAN;PROL1_HUMAN;S10AD_HUMAN;PODXL_HUMAN;SCG2_HUMAN;PCD15_HUMAN;PA21B_HUMAN;TRFM_HUMAN;PRDX1_HUMAN;SODE_HUMAN;ST14_HUMAN;TGR3L_HUMAN;PATE4_HUMAN;SCUB2_HUMAN;SPB3_HUMAN;SPB9_HUMAN;TGFA_HUMAN;SPA11_HUMAN;WF10A_HUMAN;SEM3B_HUMAN;SEM3D_HUMAN;SEM6C_HUMAN;SPRC_HUMAN;STAG3_HUMAN;IFNK_HUMAN;TSG6_HUMAN;CR1_HUMAN;RS27A_HUMAN;WNT7B_HUMAN;TMM98_HUMAN;WNT8A_HUMAN;WNT7A_HUMAN;VWC2L_HUMAN;VEGFA_HUMAN;PPIA_HUMAN;SULF1_HUMAN;TFF1_HUMAN;LYOX_HUMAN;PIP_HUMAN;TGBR3_HUMAN;ZA2G_HUMAN;TTHY_HUMAN;SYUA_HUMAN;VPREB_HUMAN;SULF2_HUMAN;TARSH_HUMAN;UBB_HUMAN;UCMA_HUMAN;TF_HUMAN;TMC8_HUMAN;PTGDS_HUMAN;RAE1E_HUMAN;RADI_HUMAN;ACE_HUMAN;AFAM_HUMAN;CD9_HUMAN;ANF_HUMAN;ASPN_HUMAN;CBLN1_HUMAN;ACTN4_HUMAN;ADIPO_HUMAN;ARGI1_HUMAN;ANXA2_HUMAN;ARSG_HUMAN;CAMP_HUMAN;CRSPL_HUMAN;FBLN7_HUMAN;FAM3C_HUMAN;FSTL1_HUMAN;HSP7C_HUMAN;IL17_HUMAN;IBP3_HUMAN;IL19_HUMAN;IBP4_HUMAN;IBP5_HUMAN;IL22_HUMAN;IL24_HUMAN;IL5RA_HUMAN;IL40_HUMAN;FBLN3_HUMAN;INHBB_HUMAN;NTF3_HUMAN;NDP_HUMAN;NGF_HUMAN;LUM_HUMAN;INHBC_HUMAN;MMP7_HUMAN;CBLN4_HUMAN;DHH_HUMAN;1433Z_HUMAN;BPI_HUMAN;CORA1_HUMAN;CO1A2_HUMAN;CO3_HUMAN;CO4A3_HUMAN;CO8A1_HUMAN;CLC3A_HUMAN;CSF3_HUMAN;GDF3_HUMAN;COFA1_HUMAN;BGH3_HUMAN;CATL1_HUMAN;CXCL5_HUMAN;ACTA_HUMAN;AGR2_HUMAN;CD59_HUMAN;CD63_HUMAN;ASM3B_HUMAN;EDN1_HUMAN;CYTL1_HUMAN"	"201/1783"
